
                     TIME        CJC       TC-1       TC-2       TC-3       TC-4       TC-5      Short   Humidity
Mon Oct 08 09:13:44 2018      24.62      22.57      23.10      23.27      23.01      22.89      24.18      65.96
Mon Oct 08 09:14:44 2018      24.61      22.51      23.09      23.28      23.02      23.00      24.17      65.85
Mon Oct 08 09:15:44 2018      24.61      22.44      23.09      23.26      23.03      23.00      24.15      65.87
Mon Oct 08 09:16:44 2018      24.61      22.53      23.10      23.26      23.01      22.98      24.16      65.87
Mon Oct 08 09:17:44 2018      24.62      22.56      23.13      23.27      23.01      22.91      24.16      65.93
Mon Oct 08 09:18:44 2018      24.61      22.44      23.09      23.27      22.97      22.90      24.17      65.92
Mon Oct 08 09:19:44 2018      24.61      22.44      23.07      23.28      22.99      22.89      24.12      65.94
Mon Oct 08 09:20:44 2018      24.62      22.49      23.09      23.25      23.02      23.02      24.17      65.87
Mon Oct 08 09:21:44 2018      24.61      22.45      23.13      23.27      22.97      22.90      24.14      65.90
Mon Oct 08 09:22:44 2018      24.63      22.48      23.12      23.24      23.04      23.01      24.16      65.82
Mon Oct 08 09:23:44 2018      24.61      22.57      23.10      23.28      23.00      22.89      24.19      65.79
Mon Oct 08 09:24:44 2018      24.63      22.54      23.10      23.28      23.03      22.89      24.15      65.78
Mon Oct 08 09:25:44 2018      24.62      22.55      23.11      23.29      23.02      22.91      24.16      65.76
Mon Oct 08 09:26:44 2018      24.61      22.56      23.08      23.30      23.01      22.93      24.17      65.85
Mon Oct 08 09:27:44 2018      24.61      22.44      23.09      23.27      23.01      23.00      24.18      65.83
Mon Oct 08 09:28:44 2018      24.61      22.58      23.11      23.28      23.03      22.93      24.17      65.82
Mon Oct 08 09:29:44 2018      24.61      22.43      23.09      23.28      22.98      22.94      24.14      65.77
Mon Oct 08 09:30:44 2018      24.62      22.49      23.09      23.27      23.03      22.99      24.17      65.82
Mon Oct 08 09:31:44 2018      24.62      22.51      23.10      23.26      23.01      22.99      24.19      65.82
Mon Oct 08 09:32:44 2018      24.64      22.47      23.12      23.26      22.99      22.99      24.21      65.72
Mon Oct 08 09:33:44 2018      24.64      22.47      23.06      23.26      23.01      22.95      24.19      65.72
Mon Oct 08 09:34:44 2018      24.61      22.40      23.08      23.27      22.99      22.96      24.17      65.66
Mon Oct 08 09:35:44 2018      24.61      22.48      23.10      23.27      23.01      22.97      24.19      65.71
Mon Oct 08 09:36:44 2018      24.61      22.49      23.10      23.25      23.03      22.96      24.18      65.71
Mon Oct 08 09:37:44 2018      24.61      22.51      23.09      23.27      23.01      22.91      24.17      65.72
Mon Oct 08 09:38:44 2018      24.62      22.42      23.10      23.28      23.00      22.95      24.23      65.74
Mon Oct 08 09:39:44 2018      24.61      22.54      23.12      23.28      23.04      22.94      24.20      65.69
Mon Oct 08 09:40:44 2018      24.63      22.48      23.09      23.28      22.98      22.93      24.17      65.67
Mon Oct 08 09:41:44 2018      24.61      22.49      23.10      23.27      22.99      22.90      24.16      65.69
Mon Oct 08 09:42:44 2018      24.62      22.42      23.09      23.26      23.00      22.92      24.18      65.70
Mon Oct 08 09:43:44 2018      24.60      22.43      23.12      23.26      23.04      22.98      24.17      65.67
Mon Oct 08 09:44:44 2018      24.61      22.52      23.09      23.26      22.99      22.94      24.17      65.67
Mon Oct 08 09:45:44 2018      24.61      22.50      23.08      23.26      23.01      22.97      24.18      65.67
Mon Oct 08 09:46:44 2018      24.61      22.53      23.09      23.26      23.03      22.96      24.17      65.73
Mon Oct 08 09:47:44 2018      24.61      22.48      23.10      23.25      23.00      22.94      24.18      65.70
Mon Oct 08 09:48:44 2018      24.61      22.46      23.09      23.25      23.00      22.95      24.14      65.68
Mon Oct 08 09:49:44 2018      24.62      22.48      23.11      23.24      23.00      22.92      24.19      65.63
Mon Oct 08 09:50:44 2018      24.61      22.49      23.09      23.26      22.96      22.94      24.19      65.67
Mon Oct 08 09:51:44 2018      24.60      22.47      23.09      23.27      22.99      22.99      24.15      65.67
Mon Oct 08 09:52:44 2018      24.61      22.48      23.11      23.26      23.02      22.97      24.15      65.72
Mon Oct 08 09:53:44 2018      24.63      22.52      23.11      23.25      22.99      22.92      24.16      65.67
Mon Oct 08 09:54:44 2018      24.61      22.52      23.08      23.24      23.05      23.04      24.20      65.67
Mon Oct 08 09:55:44 2018      24.62      22.45      23.10      23.26      22.98      22.95      24.18      65.67
Mon Oct 08 09:56:44 2018      24.61      22.57      23.10      23.28      23.03      22.97      24.20      65.71
Mon Oct 08 09:57:44 2018      24.61      22.49      23.08      23.27      23.02      22.98      24.20      65.69
Mon Oct 08 09:58:44 2018      24.62      22.42      23.09      23.28      23.00      22.93      24.19      65.68
Mon Oct 08 09:59:44 2018      24.61      22.45      23.10      23.20      23.00      23.00      24.16      65.66
Mon Oct 08 10:00:44 2018      24.61      22.48      23.10      23.26      23.03      22.97      24.15      65.66
Mon Oct 08 10:01:44 2018      24.61      22.53      23.10      23.24      22.99      22.96      24.17      65.61
Mon Oct 08 10:02:44 2018      24.60      22.49      23.09      23.30      22.98      22.92      24.17      65.67
Mon Oct 08 10:03:44 2018      24.63      22.47      23.09      23.22      23.01      22.93      24.15      65.64
Mon Oct 08 10:04:44 2018      24.61      22.55      23.04      23.26      22.98      22.89      24.17      65.64
Mon Oct 08 10:05:44 2018      24.61      22.53      23.07      23.23      23.04      22.96      24.17      65.60
Mon Oct 08 10:06:44 2018      24.61      22.43      23.08      23.28      22.96      22.95      24.16      65.66
Mon Oct 08 10:07:43 2018      24.62      22.50      23.12      23.31      23.00      22.93      24.18      65.67
Mon Oct 08 10:08:44 2018      24.61      22.50      23.08      23.25      22.99      22.97      24.17      65.66
Mon Oct 08 10:09:44 2018      24.61      22.52      23.09      23.25      23.01      22.94      24.14      65.63
Mon Oct 08 10:09:44 2018      24.61      22.52      23.09      23.25      23.01      22.95      24.14      65.63
Mon Oct 08 10:10:44 2018      24.61      22.50      23.11      23.23      22.99      22.93      24.15      65.63
Mon Oct 08 10:12:44 2018      24.62      22.44      23.13      23.25      23.02      23.02      24.13      65.65
Mon Oct 08 10:13:44 2018      24.61      22.47      23.13      23.25      23.00      23.02      24.19      65.67
Mon Oct 08 10:14:44 2018      24.61      22.54      23.12      23.25      23.03      22.95      24.17      65.63
Mon Oct 08 10:15:44 2018      24.61      22.52      23.09      23.26      23.03      22.93      24.16      65.63
Mon Oct 08 10:16:44 2018      24.61      22.48      23.09      23.26      23.02      22.93      24.16      65.58
Mon Oct 08 10:17:44 2018      24.61      22.46      23.09      23.26      23.02      22.95      24.16      65.64
Mon Oct 08 10:18:44 2018      24.62      22.51      23.11      23.27      23.05      22.99      24.20      65.63
Mon Oct 08 10:19:44 2018      24.62      22.47      23.12      23.28      23.00      22.92      24.15      65.67
Mon Oct 08 10:20:44 2018      24.61      22.55      23.10      23.26      23.00      22.99      24.15      65.66
Mon Oct 08 10:21:44 2018      24.62      22.45      23.12      23.28      22.99      22.93      24.15      65.65
Mon Oct 08 10:22:44 2018      24.61      22.47      23.10      23.25      23.00      22.96      24.17      65.63
Mon Oct 08 10:23:44 2018      24.59      22.46      23.11      23.27      23.01      22.95      24.18      65.67
Mon Oct 08 10:24:44 2018      24.59      22.45      23.11      23.24      23.02      22.99      24.16      65.66
Mon Oct 08 10:25:44 2018      24.60      22.49      23.11      23.27      23.01      22.96      24.16      65.66
Mon Oct 08 10:26:44 2018      24.61      22.54      23.07      23.25      23.00      22.97      24.18      65.67
Mon Oct 08 10:27:44 2018      24.61      22.56      23.12      23.24      22.99      22.94      24.14      65.63
Mon Oct 08 10:28:44 2018      24.61      22.42      23.08      23.25      22.97      23.01      24.17      65.64
Mon Oct 08 10:29:44 2018      24.61      22.43      23.08      23.28      22.99      23.00      24.14      65.67
Mon Oct 08 10:30:44 2018      24.61      22.45      23.09      23.26      22.99      22.95      24.18      65.67
Mon Oct 08 10:31:44 2018      24.61      22.41      23.12      23.26      23.00      22.97      24.19      65.60
Mon Oct 08 10:32:44 2018      24.61      22.53      23.08      23.21      23.03      22.98      24.21      65.64
Mon Oct 08 10:33:44 2018      24.61      22.48      23.11      23.30      23.01      22.92      24.15      65.64
Mon Oct 08 10:34:44 2018      24.61      22.51      23.13      23.23      23.05      23.02      24.16      65.68
Mon Oct 08 10:35:44 2018      24.61      22.46      23.12      23.23      22.98      22.97      24.15      65.68
Mon Oct 08 10:36:44 2018      24.61      22.51      23.12      23.29      23.03      22.93      24.21      65.66
Mon Oct 08 10:37:44 2018      24.61      22.44      23.09      23.29      23.00      22.96      24.16      65.67
Mon Oct 08 10:38:44 2018      24.62      22.50      23.10      23.24      23.00      23.01      24.14      65.69
Mon Oct 08 10:39:44 2018      24.61      22.51      23.11      23.25      23.02      22.94      24.17      65.72
Mon Oct 08 10:40:44 2018      24.61      22.54      23.10      23.30      23.00      22.92      24.19      65.72
Mon Oct 08 10:41:44 2018      24.61      22.57      23.10      23.28      22.97      22.92      24.19      65.69
Mon Oct 08 10:42:44 2018      24.60      22.54      23.08      23.27      23.00      22.96      24.21      65.70
Mon Oct 08 10:43:44 2018      24.61      22.54      23.11      23.26      23.02      23.00      24.20      65.71
Mon Oct 08 10:44:44 2018      24.62      22.47      23.11      23.24      23.00      23.01      24.18      65.71
Mon Oct 08 10:45:44 2018      24.61      22.54      23.09      23.25      23.02      22.95      24.19      65.72
Mon Oct 08 10:46:44 2018      24.60      22.47      23.11      23.24      23.02      23.02      24.20      65.74
Mon Oct 08 10:47:44 2018      24.61      22.44      23.08      23.25      22.99      22.94      24.20      65.77
Mon Oct 08 10:48:44 2018      24.61      22.57      23.13      23.32      23.03      22.92      24.19      65.73
Mon Oct 08 10:49:44 2018      24.61      22.43      23.10      23.25      23.03      23.00      24.17      65.76
Mon Oct 08 10:50:44 2018      24.62      22.44      23.10      23.24      23.00      23.00      24.18      65.77
Mon Oct 08 10:51:44 2018      24.61      22.49      23.09      23.31      22.99      22.91      24.18      65.77
Mon Oct 08 10:52:44 2018      24.61      22.47      23.11      23.24      23.02      23.01      24.18      65.80
Mon Oct 08 10:53:44 2018      24.62      22.54      23.13      23.32      23.00      22.92      24.16      65.77
Mon Oct 08 10:54:44 2018      24.61      22.55      23.10      23.27      23.02      22.93      24.18      65.77
Mon Oct 08 10:55:44 2018      24.61      22.52      23.09      23.32      23.00      22.93      24.19      65.79
Mon Oct 08 10:56:44 2018      24.60      22.56      23.08      23.28      23.02      22.99      24.18      65.82
Mon Oct 08 10:57:44 2018      24.61      22.53      23.12      23.26      23.04      23.00      24.19      65.80
Mon Oct 08 10:58:44 2018      24.62      22.42      23.07      23.27      23.00      22.96      24.18      65.82
Mon Oct 08 10:59:44 2018      24.61      22.54      23.13      23.23      23.05      23.04      24.21      65.83
Mon Oct 08 11:00:44 2018      24.62      22.48      23.11      23.24      23.02      23.05      24.19      65.83
Mon Oct 08 11:01:44 2018      24.61      22.55      23.15      23.25      23.04      22.96      24.21      65.85
Mon Oct 08 11:02:44 2018      24.61      22.54      23.14      23.21      23.03      23.01      24.14      65.87
Mon Oct 08 11:03:44 2018      24.61      22.43      23.10      23.27      22.98      23.01      24.16      65.87
Mon Oct 08 11:04:44 2018      24.61      22.56      23.13      23.30      23.00      22.96      24.17      65.87
Mon Oct 08 11:05:44 2018      24.61      22.45      23.12      23.25      23.00      23.01      24.17      65.88
Mon Oct 08 11:06:44 2018      24.61      22.48      23.13      23.24      23.03      22.97      24.18      65.91
Mon Oct 08 11:07:44 2018      24.61      22.48      23.08      23.23      23.00      23.00      24.17      65.92
Mon Oct 08 11:08:44 2018      24.63      22.47      23.08      23.26      23.00      22.94      24.15      65.92
Mon Oct 08 11:09:44 2018      24.61      22.52      23.14      23.26      23.02      22.98      24.21      65.92
Mon Oct 08 11:10:44 2018      24.61      22.48      23.12      23.24      22.97      22.96      24.18      65.93
Mon Oct 08 11:11:44 2018      24.61      22.48      23.12      23.24      22.99      22.98      24.17      65.97
Mon Oct 08 11:12:44 2018      24.61      22.47      23.10      23.25      22.97      23.00      24.17      65.97
Mon Oct 08 11:13:44 2018      24.61      22.53      23.08      23.24      23.04      22.98      24.18      65.97
Mon Oct 08 11:14:44 2018      24.61      22.53      23.08      23.26      22.96      22.96      24.18      65.99
Mon Oct 08 11:15:44 2018      24.61      22.55      23.14      23.26      23.00      23.04      24.18      66.00
Mon Oct 08 11:16:44 2018      24.62      22.44      23.13      23.26      23.00      22.98      24.23      66.02
Mon Oct 08 11:17:44 2018      24.62      22.49      23.17      23.28      22.96      22.90      24.17      66.02
Mon Oct 08 11:18:44 2018      24.61      22.44      23.10      23.29      22.99      22.93      24.18      66.04
Mon Oct 08 11:19:44 2018      24.61      22.51      23.12      23.22      23.00      23.05      24.19      66.04
Mon Oct 08 11:20:44 2018      24.61      22.43      23.14      23.22      22.96      23.04      24.17      66.06
Mon Oct 08 11:21:44 2018      24.62      22.52      23.14      23.23      23.01      23.01      24.17      66.06
Mon Oct 08 11:22:44 2018      24.61      22.49      23.15      23.26      22.96      22.95      24.17      66.08
Mon Oct 08 11:23:44 2018      24.61      22.44      23.10      23.23      22.98      22.98      24.17      66.09
Mon Oct 08 11:24:44 2018      24.61      22.53      23.12      23.28      22.96      22.92      24.19      66.11
Mon Oct 08 11:25:44 2018      24.61      22.45      23.10      23.26      22.97      22.98      24.20      66.11
Mon Oct 08 11:26:44 2018      24.61      22.57      23.12      23.24      23.01      22.97      24.19      66.11
Mon Oct 08 11:27:44 2018      24.61      22.40      23.14      23.24      23.00      23.03      24.20      66.14
Mon Oct 08 11:28:44 2018      24.62      22.50      23.13      23.26      22.94      22.90      24.22      66.14
Mon Oct 08 11:29:44 2018      24.62      22.45      23.18      23.26      22.96      23.00      24.17      66.16
Mon Oct 08 11:30:44 2018      24.62      22.45      23.13      23.28      22.94      22.93      24.19      66.16
Mon Oct 08 11:31:44 2018      24.61      22.49      23.17      23.26      23.01      23.03      24.21      66.16
Mon Oct 08 11:32:44 2018      24.62      22.49      23.17      23.28      23.02      23.01      24.20      66.18
Mon Oct 08 11:33:44 2018      24.61      22.45      23.16      23.27      23.00      22.99      24.19      66.20
Mon Oct 08 11:34:44 2018      24.61      22.42      23.13      23.28      22.98      22.96      24.16      66.21
Mon Oct 08 11:35:44 2018      24.61      22.55      23.11      23.23      23.02      22.96      24.20      66.22
Mon Oct 08 11:36:44 2018      24.62      22.45      23.13      23.28      22.99      23.02      24.18      66.21
Mon Oct 08 11:37:44 2018      24.61      22.47      23.12      23.28      23.03      22.99      24.18      66.22
Mon Oct 08 11:38:44 2018      24.61      22.52      23.13      23.26      23.01      22.99      24.20      66.22
Mon Oct 08 11:39:44 2018      24.61      22.51      23.16      23.25      23.03      22.96      24.20      66.25
Mon Oct 08 11:40:44 2018      24.61      22.53      23.14      23.28      22.98      22.93      24.17      66.25
Mon Oct 08 11:41:44 2018      24.61      22.56      23.16      23.29      23.02      22.95      24.19      66.26
Mon Oct 08 11:42:44 2018      24.62      22.55      23.16      23.26      23.03      22.96      24.20      66.27
Mon Oct 08 11:43:44 2018      24.61      22.47      23.11      23.24      23.01      23.04      24.20      66.27
Mon Oct 08 11:44:44 2018      24.61      22.48      23.13      23.22      23.02      23.02      24.17      66.26
Mon Oct 08 11:45:44 2018      24.62      22.46      23.12      23.29      22.93      22.94      24.15      66.26
Mon Oct 08 11:46:44 2018      24.61      22.43      23.11      23.25      22.93      22.98      24.17      66.31
Mon Oct 08 11:47:44 2018      24.62      22.51      23.16      23.25      23.02      23.03      24.15      66.31
Mon Oct 08 11:48:44 2018      24.61      22.48      23.15      23.26      22.96      22.96      24.20      66.31
Mon Oct 08 11:49:44 2018      24.62      22.53      23.13      23.29      22.99      22.94      24.21      66.31
Mon Oct 08 11:50:44 2018      24.60      22.50      23.15      23.25      23.03      23.02      24.13      66.33
Mon Oct 08 11:51:44 2018      24.61      22.48      23.16      23.32      22.95      22.92      24.22      66.33
Mon Oct 08 11:52:44 2018      24.62      22.57      23.14      23.29      22.97      22.91      24.25      66.31
Mon Oct 08 11:53:44 2018      24.61      22.50      23.13      23.26      23.00      22.97      24.17      66.36
Mon Oct 08 11:54:44 2018      24.61      22.41      23.15      23.25      22.99      22.98      24.19      66.36
Mon Oct 08 11:55:44 2018      24.63      22.46      23.16      23.27      22.97      22.96      24.17      66.36
Mon Oct 08 11:56:44 2018      24.61      22.45      23.14      23.27      23.00      23.00      24.18      66.36
Mon Oct 08 11:57:44 2018      24.61      22.53      23.16      23.23      22.99      23.02      24.19      66.38
Mon Oct 08 11:58:43 2018      24.62      22.54      23.14      23.26      22.98      22.89      24.19      66.37
Mon Oct 08 11:59:44 2018      24.61      22.54      23.16      23.29      22.99      22.92      24.19      66.36
Mon Oct 08 12:00:44 2018      24.61      22.55      23.14      23.28      22.96      22.90      24.23      66.36
Mon Oct 08 12:02:43 2018      24.62      22.56      23.15      23.23      23.01      22.96      24.19      66.40
Mon Oct 08 12:02:44 2018      24.62      22.55      23.15      23.23      23.01      22.96      24.19      66.40
Mon Oct 08 12:03:44 2018      24.62      22.57      23.20      23.25      23.02      22.97      24.22      66.40
Mon Oct 08 12:04:44 2018      24.63      22.48      23.15      23.21      23.03      23.05      24.19      66.41
Mon Oct 08 12:05:44 2018      24.61      22.43      23.15      23.28      22.98      22.96      24.16      66.41
Mon Oct 08 12:06:44 2018      24.61      22.43      23.15      23.25      22.97      22.93      24.20      66.39
Mon Oct 08 12:07:44 2018      24.61      22.48      23.17      23.24      22.97      22.97      24.16      66.41
Mon Oct 08 12:08:44 2018      24.61      22.49      23.15      23.28      22.98      22.96      24.19      66.41
Mon Oct 08 12:09:44 2018      24.62      22.47      23.16      23.23      22.94      22.95      24.17      66.44
Mon Oct 08 12:10:44 2018      24.64      22.50      23.14      23.26      23.02      22.98      24.18      66.41
Mon Oct 08 12:11:44 2018      24.62      22.47      23.12      23.25      22.96      22.99      24.16      66.42
Mon Oct 08 12:12:44 2018      24.61      22.51      23.15      23.24      22.98      22.98      24.19      66.45
Mon Oct 08 12:13:44 2018      24.61      22.48      23.18      23.26      23.00      23.00      24.16      66.45
Mon Oct 08 12:14:44 2018      24.61      22.51      23.15      23.28      22.97      22.96      24.16      66.42
Mon Oct 08 12:15:44 2018      24.61      22.51      23.15      23.29      23.00      23.00      24.18      66.45
Mon Oct 08 12:16:44 2018      24.61      22.51      23.15      23.27      23.00      23.00      24.21      66.44
Mon Oct 08 12:17:44 2018      24.61      22.48      23.09      23.27      22.96      22.95      24.16      66.46
Mon Oct 08 12:18:44 2018      24.61      22.48      23.12      23.30      22.99      22.95      24.19      66.45
Mon Oct 08 12:19:44 2018      24.61      22.45      23.15      23.28      22.96      22.97      24.16      66.46
Mon Oct 08 12:20:44 2018      24.62      22.46      23.13      23.28      22.99      22.97      24.15      66.46
Mon Oct 08 12:21:44 2018      24.61      22.51      23.15      23.26      22.93      22.95      24.15      66.45
Mon Oct 08 12:22:44 2018      24.62      22.49      23.18      23.29      22.96      22.95      24.19      66.46
Mon Oct 08 12:23:44 2018      24.62      22.51      23.15      23.25      23.03      23.01      24.16      66.45
Mon Oct 08 12:24:44 2018      24.63      22.54      23.17      23.27      22.97      22.90      24.18      66.46
Mon Oct 08 12:25:44 2018      24.61      22.54      23.12      23.27      23.00      22.93      24.15      66.46
Mon Oct 08 12:26:44 2018      24.62      22.55      23.14      23.26      23.00      22.92      24.18      66.46
Mon Oct 08 12:27:44 2018      24.62      22.52      23.20      23.26      23.03      22.96      24.17      66.46
Mon Oct 08 12:28:44 2018      24.61      22.43      23.14      23.23      22.97      22.97      24.15      66.46
Mon Oct 08 12:29:44 2018      24.63      22.50      23.16      23.25      22.99      22.97      24.17      66.46
Mon Oct 08 12:30:44 2018      24.62      22.55      23.16      23.24      23.00      23.00      24.17      66.46
Mon Oct 08 12:31:44 2018      24.62      22.54      23.17      23.25      23.01      22.98      24.18      66.47
Mon Oct 08 12:32:44 2018      24.61      22.54      23.18      23.27      22.98      22.91      24.17      66.48
Mon Oct 08 12:33:44 2018      24.61      22.53      23.15      23.25      22.99      23.05      24.18      66.50
Mon Oct 08 12:34:44 2018      24.63      22.44      23.14      23.27      22.96      22.93      24.18      66.50
Mon Oct 08 12:35:44 2018      24.63      22.54      23.17      23.28      22.96      22.92      24.14      66.51
Mon Oct 08 12:36:44 2018      24.62      22.49      23.13      23.28      22.95      22.92      24.17      66.50
Mon Oct 08 12:37:44 2018      24.62      22.52      23.12      23.22      22.97      23.01      24.18      66.50
Mon Oct 08 12:38:44 2018      24.62      22.43      23.11      23.28      22.96      22.97      24.15      66.50
Mon Oct 08 12:39:44 2018      24.62      22.54      23.14      23.28      23.00      23.01      24.15      66.50
Mon Oct 08 12:40:44 2018      24.61      22.54      23.18      23.26      22.93      22.95      24.21      66.52
Mon Oct 08 12:41:44 2018      24.61      22.48      23.14      23.26      22.97      22.95      24.16      66.51
Mon Oct 08 12:42:44 2018      24.62      22.49      23.18      23.26      22.95      22.95      24.17      66.50
Mon Oct 08 12:43:44 2018      24.61      22.45      23.17      23.25      22.95      22.92      24.18      66.50
Mon Oct 08 12:44:44 2018      24.62      22.49      23.17      23.28      22.94      22.92      24.16      66.52
Mon Oct 08 12:45:44 2018      24.62      22.55      23.11      23.26      23.00      22.98      24.16      66.52
Mon Oct 08 12:46:44 2018      24.61      22.53      23.15      23.26      22.99      22.96      24.17      66.55
Mon Oct 08 12:47:44 2018      24.61      22.42      23.14      23.26      22.99      22.98      24.18      66.58
Mon Oct 08 12:48:44 2018      24.61      22.51      23.10      23.26      23.02      22.91      24.16      66.55
Mon Oct 08 12:49:44 2018      24.62      22.56      23.09      23.30      23.02      22.94      24.18      66.56
Mon Oct 08 12:50:44 2018      24.62      22.47      23.13      23.31      22.97      22.89      24.18      66.60
Mon Oct 08 12:51:44 2018      24.61      22.42      23.09      23.23      23.00      22.99      24.18      66.55
Mon Oct 08 12:52:44 2018      24.63      22.53      23.13      23.24      23.00      22.93      24.16      66.61
Mon Oct 08 12:53:44 2018      24.62      22.54      23.08      23.23      23.00      22.93      24.16      66.54
Mon Oct 08 12:54:44 2018      24.62      22.47      23.13      23.27      22.98      22.92      24.15      66.56
Mon Oct 08 12:55:44 2018      24.61      22.41      23.12      23.21      23.01      22.98      24.15      66.59
Mon Oct 08 12:56:44 2018      24.61      22.48      23.13      23.26      23.01      22.90      24.17      66.61
Mon Oct 08 12:57:44 2018      24.61      22.55      23.12      23.21      23.01      22.93      24.18      66.60
Mon Oct 08 12:58:44 2018      24.61      22.41      23.13      23.24      22.97      22.93      24.18      66.65
Mon Oct 08 12:59:44 2018      24.62      22.53      23.11      23.27      23.04      22.99      24.16      66.70
Mon Oct 08 13:00:44 2018      24.61      22.55      23.12      23.26      23.04      22.99      24.20      66.65
Mon Oct 08 13:01:44 2018      24.61      22.58      23.11      23.28      22.97      22.93      24.16      66.65
Mon Oct 08 13:02:44 2018      24.63      22.45      23.14      23.25      22.99      22.96      24.19      66.70
Mon Oct 08 13:03:44 2018      24.65      22.48      23.13      23.28      22.95      22.92      24.17      66.65
Mon Oct 08 13:04:44 2018      24.61      22.59      23.11      23.29      22.95      22.88      24.18      66.70
Mon Oct 08 13:05:44 2018      24.61      22.55      23.13      23.28      22.99      23.01      24.20      66.68
Mon Oct 08 13:06:44 2018      24.62      22.50      23.09      23.27      23.00      22.92      24.18      66.69
Mon Oct 08 13:07:44 2018      24.62      22.49      23.11      23.25      22.96      22.90      24.19      66.65
Mon Oct 08 13:08:44 2018      24.61      22.50      23.11      23.23      22.98      22.93      24.22      66.65
Mon Oct 08 13:09:44 2018      24.62      22.47      23.10      23.25      22.98      22.95      24.17      66.66
Mon Oct 08 13:10:44 2018      24.63      22.43      23.10      23.23      22.97      23.00      24.15      66.66
Mon Oct 08 13:11:44 2018      24.61      22.49      23.10      23.26      22.97      22.96      24.19      66.63
Mon Oct 08 13:12:44 2018      24.62      22.52      23.10      23.26      22.98      22.98      24.17      66.64
Mon Oct 08 13:13:44 2018      24.62      22.49      23.12      23.21      23.00      23.02      24.19      66.64
Mon Oct 08 13:14:44 2018      24.61      22.44      23.08      23.27      22.98      22.97      24.15      66.63
Mon Oct 08 13:15:44 2018      24.63      22.43      23.09      23.27      22.96      22.96      24.18      66.64
Mon Oct 08 13:16:44 2018      24.63      22.47      23.09      23.25      22.99      22.98      24.17      66.61
Mon Oct 08 13:17:44 2018      24.62      22.45      23.05      23.23      22.99      22.98      24.17      66.55
Mon Oct 08 13:18:44 2018      24.61      22.49      23.07      23.29      22.94      22.91      24.17      66.55
Mon Oct 08 13:19:44 2018      24.64      22.48      23.09      23.22      22.99      23.03      24.16      66.36
Mon Oct 08 13:20:44 2018      24.62      22.51      23.05      23.28      22.93      22.90      24.14      66.28
Mon Oct 08 13:21:44 2018      24.60      22.51      23.07      23.29      22.96      22.90      24.16      66.22
Mon Oct 08 13:22:44 2018      24.60      22.56      23.06      23.26      22.98      22.94      24.19      66.19
Mon Oct 08 13:23:44 2018      24.61      22.54      23.05      23.24      23.00      22.98      24.18      66.16
Mon Oct 08 13:24:44 2018      24.62      22.45      23.08      23.25      22.98      23.01      24.19      66.14
Mon Oct 08 13:25:44 2018      24.62      22.43      23.05      23.26      22.94      22.90      24.18      65.90
Mon Oct 08 13:26:44 2018      24.61      22.48      23.03      23.25      22.97      23.03      24.20      65.95
Mon Oct 08 13:27:44 2018      24.61      22.47      23.05      23.24      23.02      23.00      24.15      65.95
Mon Oct 08 13:28:44 2018      24.61      22.57      23.08      23.26      22.96      22.93      24.18      65.77
Mon Oct 08 13:29:44 2018      24.61      22.51      23.03      23.23      22.97      22.98      24.15      65.71
Mon Oct 08 13:30:44 2018      24.61      22.53      23.05      23.32      22.96      22.91      24.16      65.76
Mon Oct 08 13:31:44 2018      24.61      22.42      23.06      23.26      22.97      22.93      24.16      65.68
Mon Oct 08 13:32:44 2018      24.61      22.54      23.04      23.29      22.96      22.91      24.20      65.52
Mon Oct 08 13:33:44 2018      24.62      22.52      23.04      23.26      22.97      22.92      24.17      65.39
Mon Oct 08 13:34:44 2018      24.61      22.53      23.07      23.31      23.00      22.90      24.19      65.38
Mon Oct 08 13:35:44 2018      24.61      22.45      23.06      23.26      22.96      22.99      24.14      65.25
Mon Oct 08 13:36:44 2018      24.61      22.58      23.02      23.27      22.99      22.98      24.20      65.35
Mon Oct 08 13:37:44 2018      24.61      22.48      23.01      23.27      22.94      22.91      24.20      65.38
Mon Oct 08 13:38:44 2018      24.61      22.52      23.07      23.25      22.96      22.98      24.19      65.33
Mon Oct 08 13:39:44 2018      24.61      22.52      23.02      23.29      22.93      22.93      24.16      65.38
Mon Oct 08 13:40:44 2018      24.61      22.54      23.04      23.26      22.93      22.94      24.17      65.34
Mon Oct 08 13:41:44 2018      24.61      22.57      23.07      23.26      22.93      22.97      24.20      65.13
Mon Oct 08 13:42:44 2018      24.61      22.41      23.04      23.23      22.94      23.00      24.14      65.23
Mon Oct 08 13:43:44 2018      24.61      22.49      23.05      23.27      22.97      22.92      24.14      65.22
Mon Oct 08 13:44:44 2018      24.61      22.53      23.02      23.24      23.00      22.99      24.16      65.18
Mon Oct 08 13:45:44 2018      24.61      22.44      23.03      23.28      22.96      22.95      24.16      65.08
Mon Oct 08 13:46:44 2018      24.61      22.49      23.03      23.28      22.95      22.90      24.17      65.14
Mon Oct 08 13:47:44 2018      24.61      22.47      23.01      23.25      22.93      22.95      24.13      64.89
Mon Oct 08 13:48:43 2018      24.60      22.47      23.03      23.29      22.92      22.93      24.17      65.09
Mon Oct 08 13:49:43 2018      24.61      22.51      23.03      23.25      22.94      22.91      24.21      65.05
Mon Oct 08 13:50:44 2018      24.61      22.54      23.02      23.27      22.96      22.87      24.17      64.99
Mon Oct 08 13:50:44 2018      24.61      22.54      23.02      23.28      22.95      22.88      24.17      64.99
